Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
SAINT-LOUIS,QUEBEC,7027490,43191,,MLI,45.87,-73.0,455212018,-730016319,31.0,2005,2007,2005.0,2007.0,,,,
SAINT-MICHEL-DE-NAPIERVILLE,QUEBEC,7027570,42604,,MSX,45.19,-73.62,451113000,-733727000,59.0,2004,2006,2004.0,2006.0,,,,
SAINTE-SABINE,QUEBEC,7027720,42012,,MSB,45.22,-73.02,451324000,-730124000,49.0,2003,2006,2003.0,2006.0,,,,
SHERBROOKE,QUEBEC,7028123,48371,71610.0,YSC,45.44,-71.69,452619000,-714129000,241.4,2009,2024,2009.0,2024.0,2009.0,2024.0,,
SHERBROOKE A,QUEBEC,7028124,5530,71610.0,YSC,45.43,-71.68,452600000,-714100000,241.4,1962,2016,1962.0,2005.0,1962.0,2016.0,1962.0,2004.0
SHERBROOKE A,QUEBEC,7028126,30171,,GSC,45.43,-71.68,452600000,-714100000,241.4,2004,2010,2004.0,2009.0,2005.0,2010.0,2005.0,2005.0
THETFORD MINES RCS,QUEBEC,7028442,45309,71494.0,MTH,46.05,-71.27,460257002,-711558004,430.0,2006,2024,2006.0,2024.0,2006.0,2024.0,,
VALLEYFIELD (ECLUSE),QUEBEC,7028682,10952,,WVE,45.23,-74.1,451400000,-740600000,46.3,1994,1995,1994.0,1995.0,,,,
BEAUCEVILLE,QUEBEC,7028754,26777,71323.0,WHV,46.21,-70.79,461218000,-704706000,229.2,1994,2024,1994.0,2024.0,1994.0,2024.0,,
COTE-STE-CATHERINE,QUEBEC,702A9MD,10949,,WCS,45.42,-73.57,452500000,-733400000,16.6,1994,1995,1994.0,1995.0,,,,
LAC MEMPHREMAGOG,QUEBEC,702CFGG,10801,,WTT,45.27,-72.17,451600000,-721000000,208.7,1994,2024,1994.0,2024.0,2018.0,2024.0,,
STE-ANNE-DE-BELLEVUE 1,QUEBEC,702FHL8,10873,71377.0,WVQ,45.43,-73.93,452538000,-735545000,39.0,1993,2024,1994.0,2024.0,1993.0,2024.0,,
ST-ANICET 1,QUEBEC,702FQLF,10982,71712.0,WBZ,45.12,-74.29,450715000,-741722000,49.1,1994,2024,1994.0,2024.0,1994.0,2024.0,,
L'ACADIE,QUEBEC,702LED4,10843,71372.0,WIZ,45.29,-73.35,451738000,-732058000,43.8,1994,2024,1994.0,2024.0,1994.0,2024.0,,
LAUZON (AUT),QUEBEC,702MKNL,10248,,WLU,46.83,-71.16,464955000,-710931000,20.0,1994,2007,1994.0,2007.0,,,,
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,QUEBEC,702S006,30165,71183.0,WTQ,45.47,-73.74,452804000,-734430000,32.1,2002,2024,2008.0,2024.0,2002.0,2024.0,,
CHATHAM-BROWNSBURG,QUEBEC,7031320,43190,,MBB,45.62,-74.41,453723080,-742439020,75.0,2004,2007,2004.0,2007.0,,,,
GATINEAU A,QUEBEC,7032681,8375,,YND,45.52,-75.57,453100000,-753400000,64.3,1981,2012,1981.0,2012.0,,,,
OTTAWA GATINEAU A,QUEBEC,7032682,50719,,YND,45.52,-75.56,453118000,-753349000,64.3,2012,2024,2012.0,2024.0,,,,
OTTAWA GATINEAU A,QUEBEC,7032685,53001,,YND,45.52,-75.56,453118000,-753349000,64.3,2014,2024,2014.0,2024.0,2018.0,2024.0,,
HARRINGTON,QUEBEC,7032990,43192,,MHN,45.8,-74.64,454752030,-743839080,168.0,2004,2006,2004.0,2006.0,,,,
HIGH FALLS,QUEBEC,7033121,27717,71391.0,XHF,45.84,-75.65,455022000,-753853000,194.6,1999,2022,1999.0,2022.0,1999.0,2022.0,,
LA MACAZA A,QUEBEC,7033940,5600,,,46.4,-74.78,462400000,-744700000,245.1,1956,1976,,,1956.0,1976.0,1956.0,1976.0
LOCHABER,QUEBEC,7034310,43188,,MHB,45.64,-75.21,453822020,-751228000,105.0,2004,2005,2004.0,2005.0,,,,
MANIWAKI UA,QUEBEC,7034480,5607,71722.0,WMW,46.3,-76.01,461806500,-760021800,188.58,1953,2018,1953.0,1993.0,1953.0,2018.0,1953.0,1993.0
MANIWAKI AIRPORT,QUEBEC,7034482,5606,71721.0,WMJ,46.27,-75.99,461629000,-755931000,199.7,1972,2024,1994.0,2024.0,1993.0,2024.0,1972.0,2005.0
MONTREAL MIRABEL INTL A,QUEBEC,7034900,49608,,YMX,45.68,-74.04,454050000,-740219000,82.3,2012,2024,2012.0,2024.0,2018.0,2024.0,,
MONTREAL/MIRABEL INT'L A,QUEBEC,7035290,5616,,YMX,45.67,-74.03,454000000,-740200000,82.6,1975,2012,1975.0,2012.0,1975.0,2008.0,1975.0,2008.0
SAINT-ANDRE-AVELIN,QUEBEC,7036800,43103,,MAN,45.81,-75.06,454851007,-750347005,195.0,2004,2007,2004.0,2007.0,,,,
ST-JOVITE,QUEBEC,703GDKB,10868,71376.0,WJT,46.08,-74.56,460449000,-743321000,238.5,1994,2024,1994.0,2024.0,1994.0,2024.0,,
BAIE-COMEAU A,QUEBEC,7040440,5662,,,49.13,-68.2,490800000,-681200000,21.6,1947,2005,1956.0,2005.0,1947.0,2005.0,1947.0,2004.0
BAIE-COMEAU A,QUEBEC,7040442,30173,71890.0,GBC,49.13,-68.2,490800000,-681200000,21.6,2004,2024,2004.0,2024.0,2005.0,2024.0,2005.0,2005.0
BAIE-COMEAU,QUEBEC,7040444,48968,71691.0,YBC,49.13,-68.2,490757000,-681216000,21.6,2010,2024,2010.0,2024.0,2010.0,2024.0,,
LOURDES DE BLANC SABLON A,QUEBEC,7040813,5669,71808.0,YBX,51.45,-57.18,512700000,-571100000,37.18,1970,2014,1970.0,2014.0,1982.0,2014.0,1982.0,2014.0
LOURDES DE BLANC SABLON A,QUEBEC,7040815,53140,71808.0,YBX,51.44,-57.19,512631000,-571110000,37.2,2014,2024,2014.0,2024.0,2014.0,2024.0,,
LOURDES DE BLANC SABLON A,QUEBEC,7040816,54298,,YBX,51.44,-57.19,512631000,-571110000,37.2,2016,2024,2016.0,2024.0,2018.0,2024.0,,
CAPE WHITTLE,QUEBEC,7041100,5672,71374.0,WQW,50.16,-60.06,500947000,-600342000,7.0,1963,2024,1994.0,2024.0,1963.0,2024.0,1963.0,1968.0
CAP-ROUGE,QUEBEC,7041166,10963,71186.0,WQM,48.37,-70.54,482227000,-703207000,7.3,1994,2024,1994.0,2024.0,1994.0,2024.0,,
CHARLEVOIX A,QUEBEC,7041310,8455,,YML,47.6,-70.23,473600000,-701400000,298.0,1994,2018,1994.0,2018.0,,,,
CHARLEVOIX (MRC),QUEBEC,7041312,27442,71319.0,WIS,47.28,-70.64,471703000,-703815000,722.74,1997,2024,1997.0,2024.0,1997.0,2024.0,,
CHEVERY,QUEBEC,7041382,8456,71814.0,WDM,50.47,-59.64,502754000,-593822000,7.7,1992,2024,1994.0,2024.0,1992.0,2024.0,,
COROSSOL,QUEBEC,7041934,10246,,WGA,50.08,-66.38,500500000,-662300000,45.7,1994,1996,1994.0,1996.0,,,,
CAP-TOURMENTE,QUEBEC,7041JG6,10869,71384.0,WTN,47.08,-70.78,470443000,-704651000,6.0,1993,2024,1994.0,2024.0,1993.0,2024.0,,
FORET MONTMORENCY RCS,QUEBEC,7042395,32413,71212.0,MFM,47.32,-71.15,471922000,-710854000,672.8,2003,2024,2003.0,2024.0,2003.0,2024.0,,
GAGNON A,QUEBEC,7042590,5683,,,51.95,-68.13,515700000,-680800000,567.2,1965,1985,1965.0,1985.0,1965.0,1985.0,1965.0,1985.0
GRANDES-BERGERONNES,QUEBEC,7042845,54698,71942.0,MGZ,48.26,-69.52,481529000,-693122000,61.0,2018,2024,2018.0,2024.0,2018.0,2024.0,,
HAVRE ST PIERRE A,QUEBEC,7043017,5692,,,50.25,-63.6,501500000,-633600000,4.9,1967,1978,1967.0,1978.0,1967.0,1978.0,1967.0,1978.0
HAVRE-SAINT-PIERRE A,QUEBEC,7043018,5693,71313.0,YGV,50.28,-63.6,501700000,-633600000,37.8,1983,2008,1983.0,2008.0,1983.0,2008.0,1984.0,1994.0
HAVRE ST. PIERRE,QUEBEC,7043019,48970,71584.0,YGV,50.28,-63.61,501655000,-633641000,37.8,2010,2024,2010.0,2024.0,2010.0,2024.0,,
HAVRE-SAINT-PIERRE A,QUEBEC,7043020,30130,71313.0,YGV,50.28,-63.6,501700000,-633600000,37.8,2000,2011,2000.0,2011.0,2008.0,2010.0,,
ILE AUX PERROQUETS,QUEBEC,7043B79,10937,71375.0,WQR,50.22,-64.21,501315000,-641226000,9.0,1994,2024,1994.0,2024.0,1994.0,2024.0,,
ILE ROUGE,QUEBEC,7043BP9,8674,71426.0,WAF,48.07,-69.56,480408000,-693320000,5.9,1993,2024,1994.0,2024.0,1993.0,2024.0,,
LONGUE-POINTE-DE-MINGAN,QUEBEC,7044328,10977,71512.0,WBT,50.27,-64.23,501617000,-641335000,11.0,1994,2024,1994.0,2024.0,1994.0,2024.0,,
MANICOUAGAN A,QUEBEC,7044470,5707,,,50.65,-68.83,503900000,-685000000,406.3,1961,1971,1961.0,1971.0,1961.0,1971.0,1961.0,1971.0
MINGAN A,QUEBEC,7044981,5711,,,50.28,-64.13,501700000,-640800000,21.6,1978,1983,1978.0,1983.0,1978.0,1983.0,1978.0,1983.0
NATASHQUAN A,QUEBEC,7045398,48971,71513.0,YNA,50.19,-61.79,501124000,-614720000,11.9,2010,2024,2010.0,2024.0,2010.0,2024.0,,
NATASHQUAN A,QUEBEC,7045400,5715,,YNA,50.18,-61.82,501100000,-614900000,10.7,1914,2008,1957.0,2008.0,1914.0,2008.0,1914.0,2003.0
NATASHQUAN AIRPORT,QUEBEC,7045401,30168,71813.0,MNT,50.19,-61.81,501124004,-614839001,11.7,2008,2024,2008.0,2024.0,2008.0,2024.0,,
POINTE DE L'ISLET,QUEBEC,7046059,10966,71190.0,WQD,48.14,-69.72,480808000,-694259000,7.0,1994,2024,1994.0,2024.0,1995.0,2024.0,,
POINTE CLAVEAU,QUEBEC,704607C,10964,71189.0,WQV,48.26,-70.11,481537000,-700652000,4.0,1994,2024,1994.0,2024.0,1994.0,2024.0,,
SEPT-ILES A,QUEBEC,7047910,5742,,YZV,50.22,-66.27,501300000,-661600000,54.9,1944,2014,1953.0,2014.0,1944.0,2002.0,1944.0,2001.0
SEPT-ILES A,QUEBEC,7047911,52199,,YZV,50.22,-66.27,501324000,-661556000,54.9,2014,2024,2014.0,2024.0,2018.0,2024.0,,
SEPT-ILES,QUEBEC,7047914,42683,71279.0,XZV,50.22,-66.25,501300000,-661500000,52.6,2002,2024,2002.0,2024.0,2002.0,2024.0,2005.0,2005.0
LAC EON,QUEBEC,704C64L,8404,71421.0,WEO,51.87,-63.28,515202000,-631701000,588.9,1993,2024,1994.0,2024.0,1993.0,2024.0,,
POINTE-DES-MONTS,QUEBEC,704F0PN,9029,71427.0,WTG,49.32,-67.38,491900000,-672252000,5.9,1992,2024,1994.0,2024.0,1992.0,2024.0,,
POINTE NOIRE CS,QUEBEC,704Q003,27326,71390.0,WIP,50.16,-66.43,500945000,-662602000,24.0,1997,2024,1997.0,2024.0,1997.0,2024.0,,
BAIE-COMEAU,QUEBEC,704S001,26889,71829.0,WFW,49.26,-68.15,491533000,-680845000,129.5,1995,2024,1995.0,2024.0,1996.0,2024.0,,
BLANC-SABLON A (AUT),QUEBEC,704S004,30167,71808.0,YBX,51.45,-57.18,512700000,-571100000,36.9,2008,2008,,,2008.0,2008.0,,
AMQUI,QUEBEC,7050145,26887,71386.0,WZS,48.47,-67.43,482819000,-672605000,166.0,1995,2019,1995.0,2019.0,1996.0,2019.0,,
CAP-D'ESPOIR,QUEBEC,7051050,9001,71429.0,WRZ,48.42,-64.32,482510000,-641901000,15.4,1992,2024,1994.0,2024.0,1992.0,2024.0,,
CAP-MADELEINE,QUEBEC,7051163,8999,71425.0,WSF,49.25,-65.32,491503000,-651929000,29.0,1992,2024,1994.0,2024.0,1992.0,2024.0,,
CAUSAPSCAL AIRPORT,QUEBEC,7051201,54558,73005.0,GCL,48.31,-67.25,481831074,-671509090,123.0,2017,2024,2017.0,2024.0,2017.0,2024.0,,
GASPE A,QUEBEC,7052601,51297,71188.0,YGP,48.78,-64.48,484631000,-642847000,34.1,2013,2024,2013.0,2024.0,2013.0,2024.0,,
GASPE A,QUEBEC,7052602,54299,,YGP,48.78,-64.48,484631000,-642847000,34.1,2016,2024,2016.0,2024.0,2018.0,2024.0,,
GASPE AIRPORT,QUEBEC,7052603,54918,73116.0,GGA,48.78,-64.48,484700000,-642900000,36.0,2019,2024,2019.0,2024.0,2019.0,2024.0,,
GASPE A,QUEBEC,7052605,5794,71188.0,YGP,48.78,-64.48,484637000,-642841000,34.1,1965,2013,1965.0,2013.0,1968.0,2013.0,1968.0,2013.0
HEATH POINT,QUEBEC,7053038,8675,71423.0,WHP,49.09,-61.7,490507000,-614202000,7.0,1992,2023,1994.0,2023.0,1992.0,2023.0,,
ILES DE LA MADELEINE A,QUEBEC,7053250,51139,71709.0,YGR,47.43,-61.78,472530000,-614641000,10.7,2013,2024,2013.0,2024.0,2013.0,2018.0,,
ILES DE LA MADELEINE A,QUEBEC,7053254,53002,,YGR,47.43,-61.78,472530000,-614641000,10.7,2014,2024,2014.0,2024.0,2018.0,2024.0,,
ILES DE LA MADELEINE,QUEBEC,7053KGR,10763,71710.0,WGR,47.43,-61.77,472531000,-614629000,7.6,1993,2024,1993.0,2024.0,1995.0,2024.0,,
LA POCATIERE,QUEBEC,7054096,26893,71713.0,WST,47.36,-70.03,472121000,-700155000,31.0,1996,2024,1996.0,2024.0,1996.0,2024.0,,
MONT-JOLI A,QUEBEC,7055120,5814,71718.0,YYY,48.6,-68.22,483600000,-681300000,52.4,1943,2013,1953.0,2013.0,1943.0,2013.0,1943.0,2005.0
MONT JOLI A,QUEBEC,7055121,50841,71718.0,YYY,48.61,-68.21,483632000,-681227000,52.4,2013,2024,2013.0,2024.0,2013.0,2024.0,,
MONT-JOLI,QUEBEC,7055122,54118,71658.0,MJI,48.6,-68.19,483615901,-681140682,55.0,2015,2024,2015.0,2024.0,2015.0,2024.0,,
NEW CARLISLE 1,QUEBEC,7055422,10898,71619.0,WOC,48.01,-65.33,480043000,-651954000,46.4,1993,2024,1994.0,2024.0,1993.0,2024.0,,
NEW RICHMOND EAST,QUEBEC,7055440,54559,71659.0,MJN,48.16,-65.84,480923064,-655031002,2.0,2017,2024,2017.0,2024.0,2017.0,2024.0,,
POINTE-AU-PERE (INRS),QUEBEC,7056068,27194,71554.0,WYQ,48.51,-68.47,483050000,-682806000,4.9,1996,2024,1996.0,2024.0,1996.0,2024.0,,
PORT-MENIER,QUEBEC,7056202,8536,71810.0,WBY,49.84,-64.29,495019000,-641736000,55.2,1992,2024,1994.0,2024.0,1992.0,2024.0,,
RIVIERE-DU-LOUP,QUEBEC,7056616,8539,71715.0,WNH,47.81,-69.55,474821000,-693255000,146.5,1992,2024,1994.0,2024.0,1992.0,2024.0,,
SAINT-DENIS-DE-KAMOURASKA,QUEBEC,7057096,43681,,MSD,47.51,-69.88,473043000,-695300000,14.0,2005,2007,2005.0,2007.0,,,,
ILES DE LA MADELEINE A,QUEBEC,705C2G9,5748,71709.0,YGR,47.42,-61.78,472500000,-614700000,10.7,1978,2013,1978.0,2013.0,1983.0,2013.0,1983.0,2002.0
ILE BICQUETTE,QUEBEC,705LKPQ,10938,71385.0,WQO,48.42,-68.89,482456000,-685334000,7.0,1994,2024,1994.0,2024.0,1994.0,2024.0,,
CAP-CHAT,QUEBEC,705S002,27195,71428.0,WSG,49.11,-66.65,490633000,-663916000,5.0,1996,2024,1996.0,2024.0,1996.0,2024.0,,
BAGOTVILLE AIRPORT,QUEBEC,7060390,55359,73035.0,MBE,48.33,-71.0,481950000,-705947000,150.0,2022,2024,2022.0,2024.0,2022.0,2024.0,,
BAGOTVILLE A,QUEBEC,7060400,5889,71727.0,YBG,48.33,-71.0,482000000,-710000000,159.1,1942,2024,1953.0,2024.0,1942.0,2024.0,1942.0,2017.0
BONNARD 1,QUEBEC,7060826,10874,71383.0,WKD,50.73,-71.01,504344000,-710047000,498.0,1994,2024,1994.0,2024.0,1994.0,2024.0,,
CHAMOUCHOUANE,QUEBEC,7061288,26797,71523.0,WEE,49.28,-73.36,491643000,-732120000,303.8,1994,2024,1994.0,2024.0,1994.0,2024.0,,
CHUTE-DES-PASSES,QUEBEC,7061541,5903,71522.0,WDT,49.84,-71.17,495025000,-711006000,398.2,1960,2024,1994.0,2024.0,1960.0,2024.0,1960.0,1976.0
JONQUIERE,QUEBEC,7063370,5911,71617.0,WJO,48.43,-71.14,482530012,-710833001,135.62,1963,2024,1994.0,2024.0,1963.0,2024.0,1963.0,1975.0
LATERRIERE,QUEBEC,7064181,30722,71040.0,XLT,48.31,-71.13,481826000,-710745000,162.7,2001,2024,2002.0,2024.0,2001.0,2024.0,,
MISTOOK,QUEBEC,7065012,10797,71381.0,WIX,48.6,-71.72,483554000,-714257000,112.5,1994,2024,1994.0,2024.0,1994.0,2024.0,,
NORMANDIN,QUEBEC,7065639,10872,71379.0,WOD,48.84,-72.55,485030000,-723249000,137.2,1993,2024,1994.0,2024.0,1993.0,2024.0,,
ONATCHIWAY,QUEBEC,7065738,27294,71387.0,WXC,48.89,-71.03,485339000,-710154000,304.0,1997,2024,1997.0,2024.0,1997.0,2024.0,,
ROBERVAL A,QUEBEC,7066685,5934,71728.0,YRJ,48.52,-72.27,483100000,-721600000,178.6,1957,2014,1958.0,2014.0,1957.0,2014.0,1957.0,2005.0
ROBERVAL A,QUEBEC,7066686,52080,71728.0,YRJ,48.52,-72.27,483112000,-721557000,178.6,2014,2024,2014.0,2024.0,2014.0,2024.0,,
ROBERVAL A,QUEBEC,7066687,54300,,YRJ,48.52,-72.27,483112000,-721557000,178.6,2016,2024,2016.0,2024.0,2018.0,2024.0,,
ST-HENRI,QUEBEC,7067307,10799,,WIA,48.65,-71.85,483900000,-715100000,103.0,1994,2009,1994.0,2009.0,,,,
ST-GEDEON,QUEBEC,706G2PF,10796,,WIU,48.48,-71.78,482900000,-714700000,103.0,1994,2006,1994.0,2006.0,,,,
CHICOUTIMI ST-HONORE A,QUEBEC,706G3J7,55459,,YRC,48.52,-71.05,483115000,-710302000,165.81,2023,2024,2023.0,2024.0,2023.0,2024.0,,
LAC BENOIT,QUEBEC,706I001,26778,71520.0,WDE,51.53,-71.11,513157000,-710639000,549.0,1994,2024,1994.0,2024.0,1995.0,2024.0,,
MANOUANE EST,QUEBEC,706I155,26798,71521.0,WDP,50.66,-70.53,503923000,-703155000,497.0,1994,2024,1994.0,2024.0,1994.0,2024.0,,
LA BAIE,QUEBEC,706Q001,27315,71388.0,WUX,48.3,-70.92,481753172,-705510333,151.64,1997,2024,1997.0,2024.0,1997.0,2024.0,,
COMMISSAIRE,QUEBEC,7071912,44786,,MCM,47.99,-72.3,475928000,-721810000,419.0,2006,2008,2006.0,2008.0,,,,
PARENT,QUEBEC,7075800,5966,71726.0,WPK,47.92,-74.62,475520008,-743727007,444.71,1943,2024,1953.0,2024.0,1943.0,2024.0,1943.0,1978.0
SAINT-MICHEL-DES-SAINTS,QUEBEC,7077571,48188,71737.0,MMY,46.82,-74.09,464856010,-740538050,429.9,2009,2024,2009.0,2024.0,2009.0,2024.0,,
LA TUQUE,QUEBEC,707DBD4,10875,71378.0,WDQ,47.41,-72.79,472440000,-724715000,168.9,1994,2024,1994.0,2024.0,1994.0,2024.0,,
BARRAGE ANGLIERS,QUEBEC,7080452,5976,,WRC,47.55,-79.24,473307000,-791409000,266.9,1911,2007,1996.0,2007.0,1911.0,2007.0,1911.0,1996.0
BARRAGE TEMISCAMINGUE,QUEBEC,7080468,5977,71732.0,WBA,46.71,-79.1,464235000,-790604000,181.4,1910,2024,1997.0,2024.0,1910.0,2024.0,1910.0,1995.0
LAC DES LOUPS A,QUEBEC,7083620,5983,,,46.98,-76.48,465900000,-762900000,387.1,1956,1967,,,1956.0,1967.0,1956.0,1967.0
ROQUEMAURE,QUEBEC,7086697,10893,,WGQ,48.63,-79.46,483757000,-792728000,269.4,1994,2010,1994.0,2003.0,1994.0,2010.0,,
ROUYN,QUEBEC,7086716,10849,71734.0,WUY,48.25,-79.03,481445000,-790203000,318.0,1994,2024,1994.0,2024.0,1994.0,2024.0,,
ROUYN-NORANDA A,QUEBEC,7086719,50090,,YUY,48.21,-78.84,481222000,-785008000,301.1,2012,2024,2012.0,2024.0,2018.0,2024.0,,
ROUYN A,QUEBEC,7086720,6001,,YUY,48.22,-78.83,481300000,-785000000,301.1,1950,2012,1954.0,2012.0,1950.0,1955.0,1950.0,1961.0
CHAPAIS,QUEBEC,7091299,27443,71824.0,WUK,49.82,-74.98,494921000,-745831000,381.1,2001,2024,2001.0,2024.0,2001.0,2024.0,,
CHIBOUGAMAU-CHAPAIS A,QUEBEC,7091399,10865,71822.0,YMT,49.77,-74.53,494600000,-743200000,387.1,1992,2008,1994.0,2005.0,1992.0,2008.0,,
CHIBOUGAMAU A,QUEBEC,7091401,6028,,,49.82,-74.42,494900000,-742500000,401.7,1971,1982,1971.0,1982.0,1971.0,1982.0,1971.0,1982.0
CHIBOUGAMAU CHAPAIS A,QUEBEC,7091404,6029,71822.0,YMT,49.77,-74.53,494600000,-743200000,387.1,1982,2016,1982.0,2014.0,1982.0,2016.0,1982.0,1992.0
CHIBOUGAMAU CHAPAIS A,QUEBEC,7091405,52603,,YMT,49.77,-74.53,494619000,-743141000,387.1,2014,2016,2014.0,2016.0,,,,
CHIBOUGAMAU CHAPAIS A,QUEBEC,7091409,53019,,YMT,49.77,-74.53,494619000,-743141000,387.1,2014,2024,2014.0,2024.0,2018.0,2024.0,,
CHIBOUGAMAU-CHAPAIS,QUEBEC,7091410,54599,73011.0,GCH,49.78,-74.53,494638058,-743149068,381.0,2017,2024,2017.0,2024.0,2017.0,2024.0,,
EASTMAIN RIVER A,QUEBEC,7092306,52605,,ZEM,52.23,-78.52,521335000,-783121000,7.3,2011,2024,2011.0,2024.0,,,,
EASTMAIN A,QUEBEC,709230N,9002,,ZEM,52.23,-78.52,521400000,-783100000,7.32,1992,2014,1992.0,2014.0,,,,
EASTMAIN RIVER A,QUEBEC,7092310,53338,,ZEM,52.23,-78.52,521335000,-783121000,7.3,2014,2024,2014.0,2024.0,2018.0,2024.0,,
LA GRANDE 4 A,QUEBEC,7093714,49648,71003.0,YAH,53.75,-73.68,534517000,-734031000,306.3,2011,2024,2011.0,2024.0,2011.0,2024.0,,
LA GRANDE RIVIERE A,QUEBEC,7093715,6047,71827.0,YGL,53.63,-77.7,533800000,-774200000,195.1,1976,2012,1976.0,2012.0,1976.0,2012.0,1976.0,2005.0
LA GRANDE RIVIERE A,QUEBEC,7093716,50822,71827.0,YGL,53.63,-77.7,533731000,-774215000,194.8,2012,2024,2012.0,2024.0,2012.0,2024.0,,
LA GRANDE IV A,QUEBEC,7093GAC,10798,,YAH,53.76,-73.68,534526000,-734045000,306.3,2005,2013,2005.0,2013.0,,,,
LA GRANDE III A,QUEBEC,7093GAL,8992,,YAD,53.57,-76.2,533400000,-761200000,236.22,1994,2015,1994.0,2015.0,,,,
LA GRANDE IV A,QUEBEC,7093GJ3,6038,,YAH,53.76,-73.68,534526000,-734045000,306.3,1985,2018,1985.0,2005.0,1985.0,2018.0,1986.0,1995.0
LA GRANDE IV,QUEBEC,7093GJ5,44204,71823.0,GAH,53.76,-73.68,534526000,-734043000,302.8,2005,2024,2005.0,2024.0,2005.0,2024.0,,
MATAGAMI A,QUEBEC,7094636,49491,71947.0,YNM,49.76,-77.8,494542000,-774810000,279.8,2011,2024,2011.0,2024.0,2011.0,2024.0,,
MATAGAMI,QUEBEC,7094637,10791,71821.0,GMG,49.76,-77.79,494528020,-774735060,281.03,1992,2024,1994.0,2024.0,1992.0,2024.0,,
MATAGAMI A,QUEBEC,7094639,6053,,,49.77,-77.82,494600000,-774900000,281.3,1973,1991,1973.0,1991.0,1973.0,1991.0,1973.0,1991.0
NEMISCAU A,QUEBEC,7095412,8676,,YHH,51.7,-76.12,514200000,-760700000,244.5,1994,2015,1994.0,2015.0,,,,
SENNETERRE A,QUEBEC,7097902,6076,,,48.33,-77.18,482000000,-771100000,338.6,1960,1960,,,1960.0,1960.0,1960.0,1960.0
VAL-D'OR A,QUEBEC,7098600,6081,71725.0,YVO,48.06,-77.79,480323000,-774712000,337.4,1951,2024,1955.0,2012.0,1951.0,2024.0,1951.0,2005.0
VAL-D'OR,QUEBEC,7098603,30172,71725.0,GVO,48.06,-77.79,480323004,-774711007,338.88,2008,2024,2008.0,2024.0,2008.0,2024.0,,
VAL D'OR A,QUEBEC,7098605,49390,71941.0,YVO,48.05,-77.78,480312000,-774658000,337.4,2011,2024,2011.0,2024.0,2011.0,2024.0,,
VAL D'OR A,QUEBEC,7098606,50720,,YVO,48.05,-77.78,480312000,-774658000,337.4,2012,2024,2012.0,2024.0,,,,
WASKAGANISH A,QUEBEC,7098895,10216,,YKQ,51.48,-78.75,512900000,-784500000,24.08,1992,2014,1992.0,2014.0,,,,
WASKAGANISH A,QUEBEC,7098896,52081,,YKQ,51.47,-78.76,512824000,-784530000,24.08,2014,2024,2014.0,2024.0,,,,
WASKAGANISH A,QUEBEC,7098898,53018,,YKQ,51.47,-78.76,512824000,-784530000,24.1,2014,2024,2014.0,2024.0,2018.0,2024.0,,
WEMINDJI A,QUEBEC,7098904,10212,,YNC,53.02,-78.83,530100000,-785000000,20.11,1992,2014,1992.0,2014.0,,,,
WEMINDJI A,QUEBEC,7098905,53158,,YNC,53.01,-78.83,530038000,-784952000,20.1,2014,2024,2014.0,2024.0,,,,
WEMINDJI A,QUEBEC,7098908,53159,,YNC,53.01,-78.83,530038000,-784952000,20.1,2014,2024,2014.0,2024.0,2018.0,2024.0,,
AKULIVIK A,QUEBEC,7100071,54067,,YKO,60.82,-78.15,604907000,-780855000,23.2,2015,2024,2015.0,2024.0,,,,
AKULIVIK A,QUEBEC,7100072,54068,,YKO,60.82,-78.15,604907000,-780855000,23.2,2018,2024,2018.0,2024.0,2018.0,2024.0,,
AKULIVIK A,QUEBEC,7100075,10789,,YKO,60.82,-78.15,604900000,-780900000,23.16,1992,2015,1992.0,2015.0,,,,
INUKJUAK A,QUEBEC,7103280,48974,71306.0,YPH,58.47,-78.08,582819000,-780437000,25.3,2011,2024,2011.0,2024.0,2011.0,2024.0,,
INUKJUAK UA,QUEBEC,7103282,6082,71907.0,WPH,58.47,-78.08,582800000,-780500000,24.4,1921,1996,1953.0,1995.0,1921.0,1996.0,1922.0,1994.0
INUKJUAK A,QUEBEC,7103283,10204,,YPH,58.47,-78.08,582819000,-780437000,26.21,1992,2014,1992.0,2014.0,1994.0,2008.0,,
INUKJUAK,QUEBEC,7103285,48268,,MQN,58.45,-78.17,582704175,-781003864,10.0,2009,2010,2009.0,2010.0,,,,
IVUJIVIK A,QUEBEC,7103327,8660,,YIK,62.42,-77.93,622456000,-775531000,38.7,1992,2015,1992.0,2015.0,,,,
IVUJIVIK A,QUEBEC,7103328,54065,,YIK,62.42,-77.93,622502000,-775531000,38.7,2015,2024,2015.0,2024.0,,,,
IVUJIVIK A,QUEBEC,7103329,54066,,YIK,62.42,-77.93,622502000,-775531000,38.7,2018,2024,2018.0,2024.0,2018.0,2024.0,,
KUUJJUARAPIK A,QUEBEC,7103536,6083,,YGW,55.28,-77.75,551700000,-774500000,12.2,1925,2014,1957.0,2014.0,1925.0,2014.0,1926.0,2009.0
