Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year,Span
NEW CARLISLE 1,QUEBEC,7055422,10898,71619.0,WOC,48.01,-65.33,480043000,-651954000,46.4,1993,2024,1994.0,2024.0,1993.0,2024.0,,,31.0
PORT-MENIER,QUEBEC,7056202,8536,71810.0,WBY,49.84,-64.29,495019000,-641736000,55.2,1992,2024,1994.0,2024.0,1992.0,2024.0,,,31.0
RIVIERE-DU-LOUP,QUEBEC,7056616,8539,71715.0,WNH,47.81,-69.55,474821000,-693255000,146.5,1992,2024,1994.0,2024.0,1992.0,2024.0,,,31.0
ILES DE LA MADELEINE A,QUEBEC,705C2G9,5748,71709.0,YGR,47.42,-61.78,472500000,-614700000,10.7,1978,2013,1978.0,2013.0,1983.0,2013.0,1983.0,2002.0,36.0
ILE BICQUETTE,QUEBEC,705LKPQ,10938,71385.0,WQO,48.42,-68.89,482456000,-685334000,7.0,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
BAGOTVILLE A,QUEBEC,7060400,5889,71727.0,YBG,48.33,-71.0,482000000,-710000000,159.1,1942,2024,1953.0,2024.0,1942.0,2024.0,1942.0,2017.0,72.0
BONNARD 1,QUEBEC,7060826,10874,71383.0,WKD,50.73,-71.01,504344000,-710047000,498.0,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
CHAMOUCHOUANE,QUEBEC,7061288,26797,71523.0,WEE,49.28,-73.36,491643000,-732120000,303.8,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
CHUTE-DES-PASSES,QUEBEC,7061541,5903,71522.0,WDT,49.84,-71.17,495025000,-711006000,398.2,1960,2024,1994.0,2024.0,1960.0,2024.0,1960.0,1976.0,31.0
JONQUIERE,QUEBEC,7063370,5911,71617.0,WJO,48.43,-71.14,482530012,-710833001,135.62,1963,2024,1994.0,2024.0,1963.0,2024.0,1963.0,1975.0,31.0
MISTOOK,QUEBEC,7065012,10797,71381.0,WIX,48.6,-71.72,483554000,-714257000,112.5,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
NORMANDIN,QUEBEC,7065639,10872,71379.0,WOD,48.84,-72.55,485030000,-723249000,137.2,1993,2024,1994.0,2024.0,1993.0,2024.0,,,31.0
ROBERVAL A,QUEBEC,7066685,5934,71728.0,YRJ,48.52,-72.27,483100000,-721600000,178.6,1957,2014,1958.0,2014.0,1957.0,2014.0,1957.0,2005.0,57.0
LAC BENOIT,QUEBEC,706I001,26778,71520.0,WDE,51.53,-71.11,513157000,-710639000,549.0,1994,2024,1994.0,2024.0,1995.0,2024.0,,,31.0
MANOUANE EST,QUEBEC,706I155,26798,71521.0,WDP,50.66,-70.53,503923000,-703155000,497.0,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
PARENT,QUEBEC,7075800,5966,71726.0,WPK,47.92,-74.62,475520008,-743727007,444.71,1943,2024,1953.0,2024.0,1943.0,2024.0,1943.0,1978.0,72.0
LA TUQUE,QUEBEC,707DBD4,10875,71378.0,WDQ,47.41,-72.79,472440000,-724715000,168.9,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
ROUYN,QUEBEC,7086716,10849,71734.0,WUY,48.25,-79.03,481445000,-790203000,318.0,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
ROUYN A,QUEBEC,7086720,6001,,YUY,48.22,-78.83,481300000,-785000000,301.1,1950,2012,1954.0,2012.0,1950.0,1955.0,1950.0,1961.0,59.0
CHIBOUGAMAU CHAPAIS A,QUEBEC,7091404,6029,71822.0,YMT,49.77,-74.53,494600000,-743200000,387.1,1982,2016,1982.0,2014.0,1982.0,2016.0,1982.0,1992.0,33.0
LA GRANDE RIVIERE A,QUEBEC,7093715,6047,71827.0,YGL,53.63,-77.7,533800000,-774200000,195.1,1976,2012,1976.0,2012.0,1976.0,2012.0,1976.0,2005.0,37.0
MATAGAMI,QUEBEC,7094637,10791,71821.0,GMG,49.76,-77.79,494528020,-774735060,281.03,1992,2024,1994.0,2024.0,1992.0,2024.0,,,31.0
VAL-D'OR A,QUEBEC,7098600,6081,71725.0,YVO,48.06,-77.79,480323000,-774712000,337.4,1951,2024,1955.0,2012.0,1951.0,2024.0,1951.0,2005.0,58.0
INUKJUAK UA,QUEBEC,7103282,6082,71907.0,WPH,58.47,-78.08,582800000,-780500000,24.4,1921,1996,1953.0,1995.0,1921.0,1996.0,1922.0,1994.0,43.0
KUUJJUARAPIK A,QUEBEC,7103536,6083,,YGW,55.28,-77.75,551700000,-774500000,12.2,1925,2014,1957.0,2014.0,1925.0,2014.0,1926.0,2009.0,58.0
KUUJJUAQ A,QUEBEC,7113534,6095,71906.0,YVP,58.1,-68.42,580600000,-682500000,39.93,1947,2014,1953.0,2014.0,1947.0,2014.0,1947.0,2005.0,62.0
SCHEFFERVILLE A,QUEBEC,7117825,6098,,YKL,54.8,-66.82,544800000,-664900000,521.8,1948,2010,1953.0,2010.0,1948.0,2010.0,1948.0,1993.0,58.0
SALLUIT A,QUEBEC,711GG87,10226,,YZG,62.18,-75.67,621055005,-754010001,227.08,1969,2015,1969.0,2015.0,,,,,47.0
BAS CARAQUET,NEW BRUNSWICK,8100467,6915,71598.0,WXS,47.8,-64.83,474808000,-645000000,5.0,1993,2024,1994.0,2024.0,1993.0,2024.0,1993.0,2007.0,31.0
CHARLO A,NEW BRUNSWICK,8100880,6137,,,47.98,-66.33,475900000,-662000000,40.2,1966,2003,1966.0,2003.0,1966.0,2003.0,1966.0,2002.0,38.0
MIRAMICHI RCS,NEW BRUNSWICK,8100989,10808,71744.0,ACQ,47.01,-65.47,470034000,-652754000,33.0,1994,2024,1994.0,2024.0,2005.0,2024.0,2005.0,2007.0,31.0
MIRAMICHI A,NEW BRUNSWICK,8101000,6140,,,47.01,-65.47,470034090,-652804040,32.9,1943,2005,1953.0,2005.0,1943.0,2005.0,1943.0,2005.0,53.0
FREDERICTON A,NEW BRUNSWICK,8101500,6157,,,45.87,-66.53,455219670,-663140410,20.7,1951,2012,1953.0,2010.0,1951.0,2012.0,1951.0,2008.0,58.0
GAGETOWN A,NEW BRUNSWICK,8101792,7558,71701.0,YCX,45.83,-66.43,455000000,-662600000,50.6,1976,2024,1976.0,2024.0,2011.0,2017.0,2011.0,2017.0,49.0
MISCOU ISLAND (AUT),NEW BRUNSWICK,8103050,6205,71719.0,WMI,48.01,-64.49,480032002,-642939008,4.0,1957,2024,1964.0,2024.0,1957.0,2024.0,1957.0,2007.0,61.0
MONCTON A,NEW BRUNSWICK,8103200,6207,71705.0,YQM,46.11,-64.68,460619100,-644101700,70.7,1939,2012,1953.0,2012.0,1939.0,2012.0,1939.0,2012.0,60.0
POINT LEPREAU CS,NEW BRUNSWICK,8104201,27746,71699.0,WPE,45.07,-66.45,450423040,-662657090,6.0,1992,2024,1994.0,2024.0,1992.0,2024.0,1992.0,2007.0,31.0
SAINT JOHN A,NEW BRUNSWICK,8104900,6250,71609.0,YSJ,45.32,-65.89,451905000,-655308050,108.8,1946,2012,1953.0,2012.0,1946.0,2012.0,1947.0,2008.0,60.0
ST LEONARD A,NEW BRUNSWICK,8104928,6256,71703.0,YSL,47.16,-67.83,470928050,-674955014,242.2,1985,2014,1985.0,2014.0,1985.0,2014.0,1985.0,2014.0,30.0
ST STEPHEN (AUT),NEW BRUNSWICK,8104937,7026,71607.0,WSS,45.22,-67.25,451300000,-671500000,26.1,1977,2006,1977.0,2006.0,1992.0,2006.0,2005.0,2006.0,30.0
BEAVER ISLAND (AUT),NOVA SCOTIA,8200558,10078,71403.0,WBV,44.82,-62.33,444900000,-622000000,16.0,1992,2024,1994.0,2024.0,1992.0,2024.0,,,31.0
BRIER ISLAND,NOVA SCOTIA,8200604,10859,71988.0,WVU,44.29,-66.35,441709000,-662048000,15.8,1969,2024,1969.0,2024.0,2005.0,2024.0,2005.0,2007.0,56.0
CARIBOU POINT (AUT),NOVA SCOTIA,8200774,8990,71415.0,WBK,45.77,-62.68,454600000,-624100000,2.4,1993,2024,1994.0,2024.0,1993.0,2024.0,2004.0,2007.0,31.0
GRAND ETANG,NOVA SCOTIA,8201969,10792,73030.0,WZQ,46.55,-61.05,463300000,-610300000,12.8,1994,2024,1994.0,2024.0,2005.0,2024.0,,,31.0
GREENWOOD A,NOVA SCOTIA,8202000,6354,71397.0,YZX,44.98,-64.92,445900000,-645500000,28.0,1942,2024,1953.0,2024.0,1942.0,2024.0,1942.0,2017.0,72.0
HALIFAX STANFIELD INT'L A,NOVA SCOTIA,8202250,6358,71395.0,YHZ,44.88,-63.5,445248060,-633000050,145.4,1953,2012,1961.0,2012.0,1953.0,2012.0,1953.0,2012.0,52.0
HART ISLAND (AUT),NOVA SCOTIA,8202318,7173,71419.0,WRN,45.35,-60.98,452100000,-605900000,8.2,1993,2024,1994.0,2024.0,1993.0,2024.0,,,31.0
KEJIMKUJIK 1,NOVA SCOTIA,8202592,6923,71599.0,WKG,44.4,-65.2,442411020,-651211070,125.0,1993,2024,1994.0,2024.0,1993.0,2024.0,1993.0,2007.0,31.0
NORTHEAST MARGAREE (AUT),NOVA SCOTIA,8204154,10661,73027.0,WNS,46.37,-60.98,462206090,-605833080,54.0,1994,2024,1994.0,2024.0,2017.0,2024.0,,,31.0
SABLE ISLAND,NOVA SCOTIA,8204700,6454,71600.0,ESA,43.93,-60.01,435556000,-600034000,5.0,1891,2017,1953.0,2016.0,1891.0,2017.0,1891.0,2007.0,64.0
ST PAUL ISLAND (AUT),NOVA SCOTIA,8204909,9033,71418.0,WEF,47.23,-60.14,471358002,-600840001,27.0,1993,2024,1994.0,2024.0,1993.0,2024.0,,,31.0
SHEARWATER A,NOVA SCOTIA,8205090,6465,71601.0,YAW,44.63,-63.5,443800000,-633000000,44.0,1944,2024,1953.0,2024.0,1944.0,2007.0,1944.0,2007.0,72.0
SHEARWATER JETTY,NOVA SCOTIA,8205093,10945,71330.0,WZU,44.63,-63.52,443740000,-633124000,5.5,1994,2024,1994.0,2024.0,2018.0,2024.0,,,31.0
SYDNEY A,NOVA SCOTIA,8205700,6486,71707.0,YQY,46.17,-60.05,461000000,-600253300,61.9,1941,2014,1953.0,2014.0,1941.0,2014.0,1941.0,2014.0,62.0
WESTERN HEAD,NOVA SCOTIA,8206240,6501,71411.0,WWE,43.99,-64.66,435924070,-643951008,10.06,1959,2024,1959.0,2024.0,1959.0,2024.0,1959.0,2007.0,66.0
YARMOUTH A,NOVA SCOTIA,8206500,6516,,YQI,43.83,-66.09,434951000,-660519000,43.0,1940,2012,1953.0,2012.0,1940.0,2012.0,1940.0,2012.0,60.0
CHARLOTTETOWN A,PRINCE EDWARD ISLAND,8300300,6526,71706.0,YYG,46.29,-63.13,461719020,-630743070,48.8,1943,2012,1953.0,2012.0,1943.0,2012.0,1943.0,2012.0,60.0
EAST POINT (AUT),PRINCE EDWARD ISLAND,8300418,7177,71412.0,WEP,46.46,-61.99,462736000,-615918000,7.7,1992,2024,1994.0,2024.0,1992.0,2024.0,2004.0,2007.0,31.0
NORTH CAPE,PRINCE EDWARD ISLAND,8300516,10814,71987.0,WNE,47.06,-64.0,470329000,-635955000,7.6,1994,2024,1994.0,2024.0,2002.0,2024.0,2005.0,2007.0,31.0
SUMMERSIDE,PRINCE EDWARD ISLAND,8300596,10800,71702.0,WSD,46.44,-63.84,462628000,-635017000,12.2,1994,2024,1994.0,2024.0,1999.0,2024.0,2004.0,2007.0,31.0
SUMMERSIDE A,PRINCE EDWARD ISLAND,8300700,6547,,YSU,46.44,-63.83,462620000,-634954000,19.5,1942,2002,1953.0,2001.0,1942.0,2002.0,1942.0,2002.0,49.0
ARGENTIA (AUT),NEWFOUNDLAND,8400104,10113,71807.0,WAR,47.31,-54.0,471838278,-535953423,9.46,1987,2024,1987.0,2024.0,1992.0,2024.0,2004.0,2007.0,38.0
BADGER (AUT),NEWFOUNDLAND,8400301,6561,71400.0,WDI,48.97,-56.07,485800000,-560400000,102.7,1973,2024,1986.0,2024.0,1973.0,2024.0,1973.0,2007.0,39.0
BONAVISTA,NEWFOUNDLAND,8400600,6576,,WVA,48.67,-53.11,484002000,-530651000,25.6,1956,2006,1959.0,2006.0,1956.0,2006.0,1956.0,2006.0,48.0
CAPE RACE (AUT),NEWFOUNDLAND,8401000,6590,71800.0,WRA,46.66,-53.08,463936000,-530435000,26.5,1920,2024,1953.0,2024.0,1920.0,2024.0,1920.0,2007.0,72.0
CORNER BROOK,NEWFOUNDLAND,8401298,6933,71973.0,WKB,48.93,-57.92,485600000,-575500000,151.8,1993,2024,1994.0,2024.0,1993.0,2024.0,1993.0,2007.0,31.0
DANIELS HARBOUR,NEWFOUNDLAND,8401400,6613,71185.0,WDH,50.24,-57.58,501411000,-573452000,19.0,1946,2018,1953.0,2018.0,1946.0,2018.0,1946.0,2007.0,66.0
DEER LAKE A,NEWFOUNDLAND,8401501,6615,71809.0,YDF,49.22,-57.4,491300000,-572400000,21.9,1965,2012,1965.0,2012.0,1965.0,2012.0,1965.0,2008.0,48.0
ENGLEE (AUT),NEWFOUNDLAND,8401538,10251,71417.0,WDA,50.72,-56.11,504316000,-560646000,30.3,1993,2024,1994.0,2024.0,1993.0,2024.0,2005.0,2007.0,31.0
FEROLLE POINT (AUT),NEWFOUNDLAND,8401565,9034,71406.0,WXI,51.02,-57.1,510121310,-570542250,9.06,1993,2024,1994.0,2024.0,1993.0,2024.0,2005.0,2007.0,31.0
GANDER INT'L A,NEWFOUNDLAND,8401700,6633,71803.0,YQX,48.95,-54.58,485647000,-543437000,151.2,1937,2012,1953.0,2012.0,1937.0,2012.0,1937.0,2012.0,60.0
LA SCIE,NEWFOUNDLAND,8402520,6668,71337.0,WAG,49.92,-55.67,495500000,-554000000,194.0,1984,2024,1984.0,2024.0,1984.0,2024.0,1984.0,2007.0,41.0
PORT AUX BASQUES,NEWFOUNDLAND,8402975,6693,71197.0,WZB,47.57,-59.15,473426000,-590917000,39.7,1909,2017,1966.0,2017.0,1909.0,2017.0,1909.0,2007.0,52.0
SAGONA ISLAND,NEWFOUNDLAND,8403255,8991,71408.0,WZN,47.37,-55.79,472204000,-554741000,59.7,1993,2024,1994.0,2024.0,1993.0,2024.0,,,31.0
ST JOHN'S A,NEWFOUNDLAND,8403506,6720,71801.0,YYT,47.62,-52.74,473720000,-524434000,140.5,1942,2012,1953.0,2012.0,1942.0,2012.0,1942.0,2012.0,60.0
STEPHENVILLE A,NEWFOUNDLAND,8403800,6740,71815.0,YJT,48.53,-58.55,483200000,-583300000,24.7,1942,2014,1953.0,2014.0,1942.0,2014.0,1942.0,2014.0,62.0
TWILLINGATE (AUT),NEWFOUNDLAND,8404025,7083,71402.0,WDO,49.68,-54.8,494100000,-544800000,92.3,1993,2024,1994.0,2024.0,1993.0,2024.0,2004.0,2007.0,31.0
GRATES COVE,NEWFOUNDLAND,840B053,10818,71336.0,WVW,48.17,-52.94,481019000,-525621000,46.2,1994,2024,1994.0,2024.0,2002.0,2024.0,2004.0,2004.0,31.0
POOLS ISLAND,NEWFOUNDLAND,840BR7C,10817,71931.0,WYI,49.11,-53.58,490644000,-533452000,19.3,1994,2024,1994.0,2024.0,2005.0,2024.0,,,31.0
MARTICOT ISLAND,NEWFOUNDLAND,840KN90,10909,71692.0,WTM,47.33,-54.59,471942003,-543507001,21.8,1994,2024,1994.0,2024.0,2005.0,2024.0,,,31.0
CARTWRIGHT,NEWFOUNDLAND,8501100,6773,71818.0,WCA,53.71,-57.04,534230000,-570206000,14.3,1934,2015,1953.0,2015.0,1934.0,2015.0,1934.0,2015.0,63.0
GOOSE BAY A,NEWFOUNDLAND,8501900,6777,71816.0,YYR,53.32,-60.42,531900000,-602500000,48.8,1941,2024,1953.0,2024.0,1941.0,2024.0,1941.0,2017.0,72.0
HOPEDALE (AUT),NEWFOUNDLAND,8502400,6781,71900.0,WHO,55.45,-60.22,552700000,-601300000,11.9,1942,2024,1953.0,2024.0,1942.0,2024.0,1942.0,2007.0,72.0
MARY'S HARBOUR A,NEWFOUNDLAND,8502591,6783,71817.0,YMH,52.3,-55.83,521813000,-555001000,10.6,1983,2013,1983.0,2013.0,1983.0,2013.0,1983.0,1998.0,31.0
NAIN,NEWFOUNDLAND,8502799,10813,71665.0,WFP,56.55,-61.68,563300000,-614100000,7.6,1994,2024,1994.0,2024.0,2004.0,2024.0,2004.0,2007.0,31.0
NAIN A,NEWFOUNDLAND,8502800,6787,71902.0,YDP,56.55,-61.68,563300000,-614100000,6.4,1926,2015,1984.0,2015.0,1926.0,2015.0,1927.0,2012.0,32.0
MAKKOVIK A,NEWFOUNDLAND,8502NHR,6778,,YFT,55.08,-59.19,550456000,-591119000,70.4,1985,2015,1985.0,2015.0,1986.0,2015.0,1986.0,2006.0,31.0
SAGLEK,NEWFOUNDLAND,8503249,6797,71335.0,WZZ,58.48,-62.59,582900000,-623508000,488.0,1989,2023,1989.0,2023.0,1989.0,2023.0,1989.0,1993.0,35.0
WABUSH LAKE A,NEWFOUNDLAND,8504175,6802,71825.0,YWK,52.93,-66.87,525538000,-665227000,551.38,1960,2013,1961.0,2013.0,1960.0,2013.0,1960.0,2008.0,53.0
